#Npara Msize optCut diagCut sDiagMax  sDiagMin    absRmax       imax
  230   440    20     0  1.63503e+00  0.00000e+00  3.15198e-01   112
  230   440    20     0  1.89847e+00  0.00000e+00  4.44170e-01    40
  230   440    20     0  1.25183e+00  0.00000e+00  3.07032e-01   112
  230   440    20     0  1.02137e+00  0.00000e+00  2.91366e-01   112
  230   440    20     0  1.02239e+00  0.00000e+00  2.89230e-01   112
  230   440    20     0  1.04960e+00  0.00000e+00  2.21109e-01    40
  230   440    20     0  8.93035e-01  0.00000e+00  2.21661e-01   112
  230   440    20     0  1.03243e+00  0.00000e+00  1.69529e-01    40
  230   440    20     0  1.05406e+00  0.00000e+00  1.37676e-01    40
  230   440    20     0  9.98948e-01  0.00000e+00  1.21957e-01   112
