#Npara Msize optCut diagCut sDiagMax  sDiagMin    absRmax       imax
  100   190    10     0  4.59880e-01  0.00000e+00  3.32528e-01    20
  100   190    10     0  3.99138e-01  0.00000e+00  3.89019e-01    52
  100   190    10     0  1.11495e+00  0.00000e+00  3.07684e-01    52
  100   190    10     0  4.90904e-01  0.00000e+00  2.99989e-01    52
  100   190    10     0  4.80550e-01  0.00000e+00  2.72963e-01    20
  100   190    10     0  5.43475e-01  0.00000e+00  2.25515e-01    52
  100   190    10     0  4.37786e-01  0.00000e+00  1.88106e-01    20
  100   190    10     0  4.93627e-01  0.00000e+00  1.56099e-01    20
  100   190    10     0  4.42048e-01  0.00000e+00  1.48825e-01    52
  100   190    10     0  5.45437e-01  0.00000e+00  1.10695e-01    52
