#Npara Msize optCut diagCut sDiagMax  sDiagMin    absRmax       imax
 1358  2452    74   190  2.00982e+01  0.00000e+00  1.42057e-01   736
 1358  2642    74     0  2.58180e+01  0.00000e+00  6.01179e-02  1275
 1358  2616    74    26  6.20715e+01  0.00000e+00  5.91260e-02  1629
 1358  2630    74    12  3.23139e+01  0.00000e+00 -4.44623e-02   221
 1358  2616    74    26  6.81238e+01  0.00000e+00  4.04179e-02  1059
 1358  2599    74    43  4.28033e+01  0.00000e+00  4.41015e-02  1911
 1358  2602    74    40  2.24929e+01  0.00000e+00  6.87732e-02  2697
 1358  2607    74    35  1.77013e+01  0.00000e+00  5.59534e-02  1251
 1358  2642    74     0  1.93199e+01  0.00000e+00  6.05745e-02  2127
 1358  2629    74    13  3.55614e+01  0.00000e+00  4.82597e-02  1275
